year,police_station,fatal_cases,fatal_male,fatal_female,fatal_total,severe_cases,severe_male,severe_female,severe_total,injured_cases,injured_male,injured_female,injured_total,noninjured_cases
1990,H.Grounds,9,11,_,11,34,32,2,34,79,112,17,129,70
1990,Sheshadripuram,10,10,_,10,18,17,2,19,90,93,12,105,52
1990,Vyalikaval,5,5,_,5,15,14,5,19,56,49,12,61,33
1990,Hebbal,3,3,_,3,6,5,2,7,34,38,8,46,23
1990,Yelahanka,25,27,6,33,19,16,4,20,46,94,12,106,22
1990,Cubbonpark,13,11,2,13,29,25,4,29,59,73,17,90,58
1990,Vidhansoudha,4,3,1,4,12,8,4,12,23,28,3,31,18
1990,C.Street,5,4,1,5,23,20,5,25,53,55,18,73,25
1990,Bharathinagar,2,2,_,2,25,33,3,36,38,60,11,71,23
1990,Shivajinagar,2,2,_,2,6,5,1,6,7,6,2,8,8
1990,J.C.Nagar,3,3,_,3,14,11,3,14,19,47,10,57,20
1990,R.T.Nagar,3,2,1,3,27,25,4,29,39,78,10,88,33
1990,Ulsoorgate,11,9,2,11,23,19,4,23,73,78,22,100,29
1990,S.R.Nagar,6,4,2,6,7,5,2,7,34,35,15,50,21
1990,S.J.Park,4,3,1,4,15,14,1,15,42,48,12,60,19
1990,Wilsongarden,17,15,3,18,20,15,5,20,100,88,19,107,50
1990,Jayanagar,4,4,_,4,28,22,6,28,79,103,10,113,59
1990,J.P.Nagar,3,3,_,3,7,4,3,7,18,24,6,30,16
1990,Siddapura,4,3,1,4,11,10,1,11,35,33,8,41,12
1990,Thilaknagar,5,3,2,5,8,8,1,9,34,40,6,46,9
1990,Basavanagudi,10,8,2,10,24,20,4,24,79,65,23,88,58
1990,Banashankari,11,11,1,12,30,29,1,30,71,60,17,77,26
1990,Subramanyapura,5,5,1,6,4,2,2,4,10,11,9,20,6
1990,Tyagrajnagar,_,_,_,0,5,3,2,5,21,16,8,24,12
1990,Hanumanthanagar,4,4,_,4,14,13,1,14,28,24,15,39,13
1990,Ashoknagar,10,8,2,10,30,28,2,30,109,123,20,143,148
1990,Vivekanagar,4,4,_,4,3,3,_,3,17,21,3,24,10
1990,Koramanagla,8,8,1,9,12,11,1,12,37,39,7,46,17
1990,Audogodi,5,5,_,5,8,8,_,8,40,43,8,51,8
1990,Madivala,22,20,2,22,15,14,1,15,72,79,12,91,24
1990,Micolayout,10,8,2,10,9,9,_,9,54,57,11,68,20
1990,Frazertown,6,6,_,6,16,15,1,16,98,106,11,117,19
1990,K.G.Halli,7,7,_,7,2,2,_,2,21,22,4,26,7
1990,D.G.Halli,2,2,_,2,1,1,_,1,11,10,3,13,2
1990,Banasawadi,10,9,1,10,12,12,_,12,29,25,6,31,16
1990,Ulsoor,18,17,1,18,23,17,6,23,110,132,20,152,76
1990,Indiranagar,8,8,_,8,24,21,5,26,93,124,21,145,34
1990,Byappanahalli,9,9,_,9,8,12,1,13,37,110,13,123,23
1990,K.R.Puram,20,19,2,21,14,8,6,14,46,80,18,98,30
1990,Manadevapura,6,5,1,6,6,4,2,6,18,19,4,23,12
1990,H.A.L,9,7,2,9,10,8,2,10,20,28,4,32,15
1990,Airport,7,6,2,8,12,9,3,12,26,33,5,38,11
1990,J.B.Nagar,1,1,_,1,3,2,1,3,8,7,3,10,8
1991,Central,9,8,1,9,26,23,3,26,33,43,8,51,30
1991,Kalasipalya,13,13,_,13,29,23,6,29,78,86,9,95,35
1991,Shankarpura,_,_,_,0,8,6,2,8,19,20,3,23,7
1991,Victoria,1,1,_,1,5,4,1,5,4,3,1,4,2
1991,Chamrajpet,14,12,2,14,21,20,1,21,88,94,18,112,27
1991,Byatarayanapura,17,19,3,22,19,17,2,19,76,83,24,107,44
1991,K.G.Nagar,_,_,_,0,_,_,_,0,6,5,1,6,2
1991,Janabharathi,1,1,_,1,1,1,_,1,7,7,_,7,3
1991,Kengeri,12,10,4,14,12,12,_,12,26,37,12,49,19
1991,Girinagar,1,1,_,1,1,1,_,1,8,8,1,9,3
1991,Chickpet,_,_,_,0,3,3,_,3,4,4,_,4,4
1991,Upparpet,6,6,_,6,35,33,2,35,77,88,7,95,48
1991,Magadiraod,13,13,2,15,33,27,7,34,50,47,9,56,19
1991,Citymarket,3,3,_,3,4,4,_,4,23,24,2,26,6
1991,N.T.Pet,2,1,1,2,11,6,5,11,23,23,7,30,8
1991,Kengerigate,9,7,3,10,23,20,3,23,35,34,6,40,29
1991,J.J.Nagar,3,2,1,3,6,5,1,6,8,7,2,9,5
1991,Malleshwaram,5,4,1,5,30,27,5,32,64,65,12,77,50
1991,Sadashivnagar,3,4,_,4,17,17,1,18,35,50,5,55,41
1991,Yeshwantpur,26,20,6,26,46,39,8,47,128,137,14,151,71
1991,Peenya,12,10,3,13,26,20,7,27,38,42,10,52,45
1991,RMC.Yard,_,_,_,_,_,_,_,0,5,5,1,6,8
1991,Jalahally,_,_,_,0,12,13,1,14,13,10,3,13,5
1991,G.Gudi,2,2,_,2,5,3,3,6,9,9,1,10,2
1991,S.D.Halli,2,2,_,2,1,1,_,1,9,11,2,13,1
1991,Rajajinagar,10,6,4,10,24,18,8,26,46,52,11,63,32
1991,S.Nagar,11,9,2,11,28,19,12,31,58,70,12,82,20
1991,Vijayanagar,9,6,3,9,35,26,11,37,69,76,10,86,31
1991,Srirampuram,6,5,1,6,23,19,5,24,48,44,24,68,23
1991,Baveswaranagar,4,4,_,4,28,24,5,29,40,46,7,53,24
1991,Kamakshipalya,7,7,1,8,15,14,2,16,31,35,8,43,20
1991,M.Layout,6,5,1,6,2,2,_,2,13,15,4,19,16
1991,Rajgopalnagar,_,_,_,0,2,2,_,2,3,4,_,4,7
1991,Cubbonpark,10,7,3,10,34,32,2,34,60,79,6,85,58
1991,Vidhansoudha,4,2,2,4,11,9,2,11,24,27,3,30,22
1991,C.Street,_,_,_,0,19,15,4,19,67,74,25,99,40
1991,Bharathinagar,1,1,_,1,20,18,2,20,50,58,12,70,24
1991,Shivajinagar,_,_,_,0,2,2,_,2,15,18,8,26,10
1991,J.C.Nagar,4,3,1,4,22,17,5,22,27,61,6,67,19
1991,R.T.Nagar,13,12,1,13,21,13,8,21,52,137,10,147,30
1991,Yelahanka,19,20,2,22,15,10,5,15,48,22,10,32,26
1991,Hebbal,18,15,3,18,10,5,5,10,40,37,10,47,20
1991,Sheshadripuram,10,9,1,10,25,20,5,25,60,67,12,79,36
1991,Vyalikaval,6,4,2,6,9,8,1,9,67,44,15,59,26
1991,H.Grounds,16,14,2,16,18,16,2,18,75,88,10,98,50
1991,Ulsoorgate,6,6,_,6,42,41,6,47,78,85,20,105,36
1991,S.R.Nagar,2,2,_,2,16,14,3,17,39,31,16,47,33
1991,S.J.Park,9,7,2,9,16,15,1,16,47,67,10,77,33
1991,Wilsongarden,7,7,_,7,35,30,6,36,67,86,10,96,48
1991,Siddapura,1,1,_,1,19,16,3,19,31,28,8,36,19
1991,Thilaknagar,2,2,_,2,18,15,3,18,38,30,11,41,12
1991,Basavanagudi,11,8,3,11,39,34,5,39,83,74,16,90,59
1991,Banashankari,11,11,_,11,31,28,3,31,55,58,12,70,28
1991,Hanumanthnagar,6,3,3,6,17,13,4,17,22,13,9,22,18
1991,Jayanagar,9,8,1,9,32,27,5,32,101,107,20,127,42
1991,J.P.Nagar,4,4,_,4,10,7,3,10,39,37,13,50,13
1991,T.R.Nagar,1,1,_,1,9,7,3,10,7,5,2,7,1
1991,Subramanyapura,3,3,1,4,4,2,2,4,9,9,2,11,8
1991,Ashoknagar,17,14,5,19,20,18,2,20,167,152,38,190,143
1991,Madivala,23,21,2,23,28,26,2,28,72,128,13,141,62
1991,Koramanagla,2,1,1,2,8,5,3,8,32,35,7,42,30
1991,Mico-Layout,13,13,1,14,9,6,3,9,69,56,15,71,23
1991,Audogodi,11,10,1,11,8,7,1,8,38,40,8,48,15
1991,Viveknagar,1,1,_,1,5,4,1,5,26,24,5,29,12
1991,Frazertown,10,9,1,10,8,6,2,8,68,63,18,81,25
1991,Banasavadi,8,7,1,8,3,3,_,3,49,45,8,53,14
1991,K.G.Halli,5,3,2,5,3,3,_,3,30,28,5,33,6
1991,Ulsoor,10,6,4,10,23,19,4,23,132,155,25,180,112
1991,Airport,9,6,4,10,10,8,2,10,20,24,6,30,13
1991,H.A.L,5,3,2,5,5,5,_,5,31,44,6,50,23
1991,J.B.Nagar,1,1,_,1,4,4,_,4,10,15,1,16,11
1991,Indiranagar,7,7,_,7,18,16,3,19,97,106,25,131,31
1991,Byappanahalli,7,8,_,8,10,10,2,12,29,56,18,74,20
1991,D.J.Halli,_,_,_,0,1,1,_,1,7,8,_,8,4
1991,K.R.Puram,17,16,1,17,12,10,2,12,61,79,15,94,20
1991,Manadavpura,2,2,_,2,4,4,_,4,24,27,3,30,11
1992,Central,5,4,1,5,25,21,10,31,41,65,12,77,22
1992,Kalasipalya,13,13,_,13,58,50,14,64,82,82,17,99,67
1992,Shankarpur,2,2,_,2,19,14,5,19,21,17,6,23,6
1992,Y.H.Hospital,1,_,1,1,4,6,_,6,3,2,1,3,2
1992,Chamrajpet,17,14,3,17,51,47,9,56,79,100,19,119,19
1992,Byatarayanapura,20,16,4,20,43,43,10,53,82,110,37,147,39
1992,Kengeri,4,3,1,4,15,17,1,18,14,19,4,23,4
1992,Girinagar,2,1,1,2,7,5,3,8,8,8,2,10,5
1992,K.G.Nagar,_,_,_,0,6,5,1,6,5,4,1,5,2
1992,Janabharathi,1,1,_,1,3,3,1,4,2,1,1,2,3
1992,Chickpet,_,_,_,0,3,3,_,3,8,7,1,8,1
1992,Market,7,4,3,7,5,4,1,5,16,14,2,16,11
1992,N.T.Pet,5,4,1,5,11,9,2,11,29,29,2,31,6
1992,Kengerigate,7,8,_,8,20,20,4,24,37,40,8,48,18
1992,J.J.Nagar,3,2,1,3,8,7,1,8,18,20,5,25,3
1992,Upparpet,8,7,1,8,56,45,9,54,72,73,6,79,47
1992,Magadiroad,9,9,_,9,20,16,4,20,43,43,16,59,19
1992,Malleshwaram,7,8,_,,39,35,4,39,77,91,18,109,39
1992,S.Shivanagar,5,4,1,,14,13,2,15,51,59,12,71,45
1992,Srirampura,6,6,_,,19,16,3,19,57,67,12,79,21
1992,Yeshwanthpur,22,19,3,,28,25,4,29,117,122,18,140,62
1992,Peenya,13,14,3,,25,23,2,25,55,73,18,91,32
1992,Jalahalli,4,5,_,,6,6,1,7,29,28,10,38,7
1992,R.M.Cyard,9,9,_,,15,14,1,15,23,30,14,44,17
1992,G.Gudi,4,4,1,,7,6,1,7,19,24,2,26,3
1992,S.D.Halli,2,2,_,,4,4,_,4,8,8,2,10,3
1992,Rajajinagar,8,7,1,8,24,20,6,26,58,65,18,83,26
1992,Subranabyanagar,17,14,4,18,44,28,18,46,61,90,32,122,31
1992,Vijayanagar,8,8,_,8,44,32,14,46,79,85,20,105,32
1992,Baveswaranagar,5,3,2,5,29,25,5,30,50,55,10,65,12
1992,Kamakshipalya,4,4,_,4,12,10,2,12,31,34,6,40,14
1992,M.Layout,4,4,1,5,11,11,_,11,16,18,8,26,11
1992,Rajgopalnagar,2,2,_,2,4,4,_,4,12,15,1,16,7
1992,Sheshadripuram,6,6,_,6,31,30,3,33,62,53,12,65,38
1992,Cubbonpark,8,8,_,8,32,31,2,33,117,141,28,169,63
1992,Vidhansoudha,2,2,1,3,13,12,1,13,32,38,8,46,22
1992,C.Street,7,6,1,7,25,18,6,24,54,61,14,75,26
1992,Bharathinagar,12,8,4,12,15,17,5,22,46,52,13,65,28
1992,Shivajinagar,1,_,1,1,3,2,1,3,4,7,2,9,11
1992,J.C.Nagar,10,10,_,10,20,17,4,21,42,46,13,59,23
1992,R.T.Nagar,12,12,_,12,22,21,6,27,54,57,14,71,37
1992,Vyalikaval,7,6,1,7,16,14,4,18,46,43,10,53,34
1992,Hebbal ,12,10,3,13,13,13,3,16,48,60,11,71,17
1992,Yelahanka,21,18,4,22,34,29,8,37,38,81,12,93,23
1992,Highgrounds,14,14,1,15,35,29,6,35,80,91,20,111,70
1992,Ulsoorgate,3,3,_,3,38,32,9,41,56,86,9,95,21
1992,Wilsongarden,16,15,1,16,49,42,9,51,62,66,18,84,40
1992,Siddapura,1,1,_,1,13,11,2,13,18,21,9,30,20
1992,Thilaknagar,2,1,1,2,23,17,6,23,31,38,9,47,16
1992,S.R.Nagar,7,7,_,7,28,23,5,28,37,40,5,45,32
1992,S.J.Park,4,4,_,4,15,9,6,15,35,44,7,51,13
1992,Banaswadi,14,12,2,14,37,29,8,37,91,94,20,114,38
1992,Banashankari,11,9,2,11,28,23,7,30,34,36,8,44,18
1992,Hanumanthanagar,2,1,1,2,18,13,5,18,18,19,5,24,11
1992,T.R.Nagar,2,2,_,2,12,11,1,12,12,14,2,16,6
1992,Subramanyapura,_,_,_,0,6,4,3,7,10,8,2,10,11
1992,Jayanagar,9,5,4,9,52,45,9,54,70,75,12,87,48
1992,J.P.Nagar,1,1,_,1,12,8,4,12,32,26,9,35,15
1992,Ulsoor,12,8,4,12,14,12,2,14,45,56,12,68,26
1992,Indiranagar,3,3,_,3,15,13,2,15,43,48,16,64,25
1992,Byappanahalli,8,9,_,9,17,16,1,17,40,54,13,67,25
1992,K.R.Pura,3,3,_,3,14,12,3,15,41,40,10,50,17
1992,Mahdevpura,10,9,2,11,10,10,1,11,48,42,11,53,27
1992,J.B.Nagar,6,7,_,7,12,12,_,12,48,52,10,62,33
1992,H.A.L,10,12,_,12,20,17,3,20,40,60,2,62,34
1992,Airport,6,5,1,6,26,24,2,26,38,61,9,70,25
1992,Frasertown,3,3,_,3,12,10,2,12,40,41,8,49,20
1992,Banasawadi,10,9,1,10,10,10,_,10,51,86,16,102,31
1992,D.J.Halli,7,5,2,7,20,18,2,20,34,46,14,60,25
1992,K.G.Halli,6,5,1,6,18,17,1,18,29,54,10,64,27
1992,Ashoknagar,14,12,2,14,40,36,5,41,157,167,29,196,109
1992,Madivala,22,20,2,22,25,23,2,25,113,144,25,169,60
1992,Micolayout,11,11,_,11,16,10,7,17,50,56,11,67,35
1992,Koramangala,5,4,1,5,13,12,1,13,32,39,4,43,23
1992,Audogodi,8,8,_,8,14,13,2,15,52,50,9,59,23
1992,Viveknagar,4,4,_,4,9,5,4,9,19,18,4,22,6
1993,Chickpet,1,1,_,1,2,2,_,2,7,6,2,8,4
1993,Magadiroad,12,10,2,12,26,24,2,26,64,60,15,75,27
1993,Upparpet,12,11,4,15,39,33,7,40,79,81,19,100,58
1993,Citymarket,1,_,1,1,2,2,_,2,15,13,3,16,9
1993,N.T.Oet,1,1,_,1,12,8,4,12,26,28,4,32,11
1993,K.Gate,4,3,1,4,23,23,2,25,50,53,8,61,25
1993,J.J.Nagar,1,_,1,1,9,5,4,9,18,17,4,21,6
1993,Kalasipalya,13,10,3,13,48,39,11,50,69,83,21,104,52
1993,Central,5,3,2,5,29,23,6,29,39,31,13,44,37
1993,Shankarpur,2,2,_,2,10,7,3,10,22,14,9,23,11
1993,Victoria,1,1,_,1,4,3,1,4,8,6,2,8,1
1993,C.Pet,12,11,1,12,44,39,9,48,78,88,21,109,28
1993,Byatarayanapura,19,18,4,22,42,44,11,55,72,92,27,119,42
1993,Kengeri,7,8,_,8,11,16,2,18,19,28,9,37,12
1993,Janabharathi,_,_,_,0,3,3,_,3,2,2,_,2,5
1993,Girinagar,1,_,1,1,6,5,1,6,14,13,2,15,5
1993,K.G.Nagar,_,_,_,0,5,3,2,5,24,22,4,26,5
1993,Malleshwaram,4,4,_,4,42,41,4,45,106,142,44,186,54
1993,S.Shivanagar,6,6,1,7,16,15,3,18,57,76,20,96,51
1993,Srirampura,8,6,2,8,10,10,_,10,54,57,5,62,22
1993,Y.Pura,10,8,2,10,34,31,5,36,79,127,14,141,49
1993,Peenya,16,17,_,17,31,28,4,32,61,93,19,112,50
1993,Jalahalli,7,8,_,8,9,7,3,10,31,32,2,34,11
1993,R.M.Cyard,6,6,_,6,19,18,1,19,32,44,8,52,28
1993,G.Gudi,4,4,_,4,5,4,2,6,10,11,3,14,4
1993,S.D.Halli,2,1,1,2,9,8,1,9,8,9,1,10,1
1993,Rajajinagar,8,7,1,8,18,14,4,18,64,68,18,86,20
1993,Subranabyanagar,9,8,1,9,22,17,5,22,89,92,17,109,25
1993,Vijayanagar,8,5,3,8,30,24,6,30,95,89,24,113,21
1993,Baveswaranagar,5,4,1,5,25,19,6,25,61,60,17,77,26
1993,Kamakshipalya,7,6,1,7,19,15,4,19,32,46,15,61,18
1993,M.Layout,3,3,_,3,5,5,_,5,22,16,7,23,16
1993,Rajgopalnagar,2,2,_,2,4,4,_,4,12,13,3,16,9
1993,Cubbonpark,12,11,1,12,15,12,4,16,105,118,12,130,57
1993,Highgrounds,12,11,1,12,32,22,12,34,76,68,21,89,66
1993,Sheshadripuram,10,6,5,11,32,33,4,37,82,85,18,103,40
1993,Vyalikaval,3,1,2,3,28,22,11,33,54,57,13,70,31
1993,C.Street,3,3,_,3,20,15,5,20,76,84,16,100,43
1993,Shivajinagar,1,1,_,1,4,2,2,4,15,18,3,21,3
1993,Bharathinagar,7,6,1,7,16,9,7,16,62,72,12,84,23
1993,J.C.Nagar,10,7,3,10,12,13,2,15,44,49,6,55,37
1993,R.T.Nagar,15,13,2,15,26,22,4,26,69,76,9,85,46
1993,Hebbal ,11,9,2,11,34,37,2,39,46,55,14,69,17
1993,Yelahanka,22,17,7,24,30,25,10,35,38,60,19,79,14
1993,Vidhansoudha,3,3,_,3,8,9,_,9,31,29,5,34,18
1993,Bowring Hospital,_,_,_,0,_,_,_,0,_,_,_,0,2
1993,Ulsoor,22,19,6,25,39,33,7,40,107,110,33,143,88
1993,Airport,6,5,1,6,19,14,6,20,32,51,11,62,29
1993,H.A.L,10,10,1,11,19,15,4,19,32,39,13,52,7
1993,J.B.Nagar,4,2,2,4,7,6,1,7,14,11,6,17,8
1993,Indiranagar,7,6,1,7,41,31,12,43,91,97,20,117,51
1993,Byapanahalli,13,11,2,13,19,15,6,21,44,68,16,84,10
1993,K.R.Puram,18,16,3,19,28,26,3,29,61,75,12,87,29
1993,Mahdevpura,6,4,2,6,6,5,1,6,13,17,1,18,9
1993,R.Murthynagar,1,1,_,1,1,1,_,1,3,3,1,4,1
1993,Frasertown,5,3,2,5,26,19,7,26,49,54,12,66,29
1993,Banaswadi,9,8,1,9,20,17,3,20,21,32,9,41,14
1993,K.G.Hali,4,4,_,4,8,7,1,8,19,18,5,23,6
1993,D.J.Halli,1,1,_,1,4,3,1,4,17,15,5,20,24
1993,Ashoknagar,18,16,3,,39,35,4,39,157,185,38,223,135
1993,Viveknagar,2,2,_,,13,8,5,13,19,17,5,22,7
1993,Audogodi,4,5,1,,11,9,2,11,36,32,10,42,14
1993,Madivala,31,25,8,,38,37,3,40,96,110,19,129,54
1993,Mico-Layout,13,12,3,,17,16,2,18,51,57,17,74,26
1993,Koramanagla,8,8,_,,10,7,3,10,33,32,10,42,35
1993,Ulsoorgate,8,8,_,8,48,49,7,56,46,40,15,55,34
1993,S.R.Nagar,9,9,1,10,17,22,2,24,48,85,14,99,30
1993,S.J.Park,7,6,1,7,12,11,1,12,55,65,10,75,27
1993,Wilsongarden,16,17,1,18,52,56,8,64,50,44,11,55,35
1993,Thilaknagar,5,3,2,5,27,23,6,29,36,41,7,48,17
1993,Siddapura,4,5,_,5,11,8,3,11,15,18,4,22,6
1993,B.Gudi,10,10,_,10,42,47,4,51,85,90,25,115,25
1993,Banashankari,9,6,3,9,21,17,5,22,27,26,7,33,13
1993,Hanumanthnagar,_,_,_,0,15,9,6,15,26,19,12,31,14
1993,T.R.Nagar,_,_,_,0,11,8,5,13,17,15,9,24,3
1993,Subramanyapura,3,2,1,3,6,4,3,7,10,19,3,22,12
1993,K.S.Layout,2,2,_,2,8,7,1,8,12,9,3,12,7
1993,Jayanagar,11,11,_,11,40,29,12,41,63,57,20,77,44
1993,J.P.Nagar,7,7,_,7,18,15,3,18,30,33,8,41,13
1994,Cubbonpark,6,3,3,6,28,28,3,31,130,138,19,157,70
1994,Highgrounds,13,13,10,23,13,13,2,15,127,131,16,147,119
1994,Vidhansoudha,2,1,1,2,3,3,_,3,35,39,5,44,22
1994,Vyalikaval,4,5,1,6,15,15,2,17,62,65,12,77,51
1994,Sadashivnagar,7,7,_,7,10,10,1,11,60,62,6,68,65
1994,Ashoknagar,14,12,2,14,44,37,7,44,164,205,47,252,186
1994,Viveknagar,2,2,_,2,8,8,_,8,15,13,2,15,19
1994,Ulsoorgate,7,6,1,7,25,23,2,25,67,64,14,78,42
1994,S.J.Parak,2,2,_,2,10,8,2,10,41,33,8,41,28
1994,Wilsongarden,11,8,3,11,14,12,2,14,95,78,19,97,32
1994,S.R.Nagar,3,3,_,3,13,12,1,13,44,32,12,44,38
1994,Ulsoor,15,11,4,15,35,31,9,40,122,144,36,180,128
1994,Indiranagar,8,6,2,8,30,26,5,31,94,87,23,110,49
1994,Airport,2,2,2,4,11,9,3,12,34,44,9,53,33
1994,J.B.Nagar,5,5,_,5,8,8,_,8,18,18,4,22,11
1994,K.R.Puram,17,17,3,20,30,35,2,37,51,73,17,90,25
1994,Byapanahlli,6,5,1,6,18,15,4,19,27,42,5,47,20
1994,Mahadevpura,5,5,_,5,10,10,_,10,12,14,2,16,11
1994,Rammurthynagar,1,1,_,1,_,_,_,0,9,6,3,9,5
1994,H.A.L,9,7,1,8,18,19,2,21,38,35,9,44,14
1994,Vijayanagar,14,12,2,14,31,26,6,32,120,133,26,159,26
1994,Basaveswarnagar,2,2,_,2,12,8,4,12,51,48,12,60,16
1994,Kamakshipalya,4,3,1,4,10,7,4,11,35,41,10,51,18
1994,Bytarayanapura,27,23,4,27,28,28,1,29,101,115,34,149,53
1994,Kengeri,6,9,_,9,5,4,1,5,29,83,24,107,16
1994,Jayabharathi,_,_,_,0,3,3,_,3,2,1,1,2,5
1994,Citymarket,3,3,_,3,2,2,_,2,16,16,3,19,7
1994,Kalasipalya,20,19,1,20,19,18,2,20,128,127,19,146,48
1994,Kengerigate,4,3,2,5,13,12,1,13,50,43,13,56,21
1994,J.J.Nagar,2,2,_,2,_,_,_,0,26,23,7,30,11
1994,Magadiroad,13,13,_,13,18,18,4,22,59,55,11,66,21
1994,Upparpet,13,12,1,13,25,20,6,26,86,95,29,124,49
1994,Chickpet,1,_,1,1,6,4,2,6,8,8,_,8,4
1994,Malleshwaram,10,6,4,10,38,24,14,38,74,75,24,99,39
1994,Srirampura,7,7,_,7,22,20,3,23,61,64,17,81,29
1994,Rajajjnagar,10,10,_,10,22,19,2,21,75,86,18,104,30
1994,M.Laxmilayout,1,1,_,1,11,8,3,11,33,26,9,35,8
1994,Subramanyanagar,15,14,1,15,24,16,9,25,91,77,28,105,52
1994,Peenya,14,14,1,15,35,33,4,37,81,84,20,104,54
1994,R.M.C.Yard,7,6,1,7,10,7,3,10,44,45,8,53,25
1994,Rajgopalnagar,2,2,_,2,4,3,1,4,12,12,1,13,3
1994,S.D.Halli,2,2,_,2,4,2,2,4,7,7,1,8,1
1994,Yeshwanthpur,14,12,2,14,22,20,3,23,109,123,16,139,57
1994,Jalahalli,_,_,_,0,11,11,_,11,38,40,8,48,7
1994,G.Gudi,1,_,1,1,8,6,3,9,16,17,12,29,4
1994,J.C.Nagar,6,5,1,6,10,9,2,11,44,44,16,60,34
1994,R.T.Nagar,8,7,1,8,14,11,3,14,80,80,17,97,51
1994,Yelahanka,29,31,3,34,31,49,8,57,68,109,20,129,24
1994,Hebbal,13,12,1,13,20,22,2,24,45,63,6,69,27
1994,Vidyaranyapura,3,3,_,3,1,1,_,1,5,8,1,9,_
1994,Central,5,4,1,5,22,20,5,25,38,43,11,54,34
1994,Victoria Hospital,1,1,_,1,5,4,1,5,5,4,1,5,3
1994,N.T.Pet,5,4,1,5,12,12,_,12,26,25,3,28,18
1994,Chamarajpet,16,14,3,17,40,33,9,42,88,95,21,116,60
1994,Shankarapura,5,4,1,5,13,9,4,13,18,17,3,20,19
1994,Hanumanthanagar,1,_,1,1,10,11,1,12,32,30,6,36,19
1994,Girinagar,1,1,_,1,6,4,2,6,10,9,2,11,3
1994,K.G.Nagar,_,_,_,0,4,2,2,4,10,9,1,10,6
1994,Basavanagudi,8,8,_,8,35,34,7,41,102,122,25,147,23
1994,Siddapura,6,3,3,6,18,15,3,18,24,35,10,45,15
1994,T.R.Nagar,1,1,_,1,5,5,_,5,8,7,1,8,10
1994,Banashankari,6,6,1,7,27,22,4,26,41,35,5,40,12
1994,Subramanyapura,3,2,2,4,4,4,2,6,18,19,_,19,7
1994,K.S.Layout,5,3,3,6,11,6,5,11,16,21,4,25,7
1994,Jayanagar,9,6,3,9,32,26,8,34,62,70,28,98,41
1994,J.P.Nagar,5,4,2,6,25,20,6,26,36,44,20,64,17
1994,Madivala,28,26,3,29,42,39,2,41,95,100,11,111,70
1994,Koramangala,4,3,1,4,14,16,2,18,28,36,6,42,25
1994,Micolayout,16,12,4,16,34,30,7,37,63,64,17,81,27
1994,Thilaknagar,3,2,1,3,26,24,4,28,25,24,11,35,17
1994,Audogudi,1,_,1,1,17,15,5,20,40,38,10,48,26
1994,Frasertown,7,7,_,7,31,23,8,31,57,54,17,71,40
1994,Banasawadi,8,6,2,8,13,8,5,13,33,29,9,38,12
1994,K.G.Halli,5,4,1,5,14,13,3,16,18,24,7,31,7
1994,D.J.Halli,3,4,_,4,6,4,2,6,17,15,4,19,1
1994,C.Street,6,5,1,6,17,15,3,18,67,68,12,80,40
1994,Bharathinagar,8,5,3,8,10,10,1,11,41,42,6,48,30
1994,Shivajinagar,_,_,_,0,6,6,_,6,13,12,1,13,7
1994,Bowring,_,_,_,0,_,_,_,0,_,_,_,0,_
1995,Cubbonpark,6,5,1,6,33,36,7,43,94,123,12,135,62
1995,V.Soudha,2,1,1,2,15,13,5,18,35,35,11,46,20
1995,S.S.Pura,4,3,1,4,29,22,7,29,59,91,14,105,44
1995,Vyalikaval,8,8,_,8,20,20,3,23,54,54,12,66,45
1995,S.D.Nagar,4,4,1,5,20,20,4,24,44,52,6,58,56
1995,H.Grounds,8,9,_,9,25,26,4,30,81,85,14,99,99
1995,Ulsoor,26,19,6,25,63,59,14,73,134,148,26,174,162
1995,H.A.L,10,11,1,12,15,15,1,16,47,70,10,80,22
1995,Airport,5,4,1,5,16,15,2,17,43,46,14,60,45
1995,J.B.Nagar,4,2,2,4,10,9,1,10,25,30,7,37,20
1995,K.R.Pura,13,12,2,14,14,15,5,20,82,110,41,151,36
1995,M.D.Pura,3,2,2,4,2,2,_,2,19,18,3,21,11
1995,R.M.Nagar,2,2,_,2,1,1,_,1,8,8,3,11,_
1995,Indiranagar,9,6,3,9,18,18,3,21,91,91,20,111,58
1995,Byapanahalli,9,6,3,9,14,11,6,17,52,61,9,70,26
1995,C.Street,8,8,_,8,22,18,4,22,52,54,13,67,33
1995,Bharthinagar,2,2,_,2,21,21,2,23,59,60,15,75,27
1995,Shivajinagr,1,1,_,1,9,9,_,9,13,16,1,17,9
1995,F.Town,10,7,3,10,19,18,2,20,78,79,18,97,42
1995,Banasawadi,4,3,1,4,20,16,5,21,32,33,11,44,14
1995,K.G.Halli,4,3,1,4,10,8,2,10,28,32,5,37,11
1995,D.G.Halli,1,_,1,1,5,3,2,5,22,18,4,22,4
1995,Hennur,1,1,_,1,5,5,_,5,2,2,1,3,4
1995,Market,2,2,_,2,6,6,_,6,21,20,4,24,6
1995,Kalasipalya,18,15,3,18,11,8,4,12,121,129,30,159,56
1995,Chickpet,_,_,_,0,2,2,_,2,9,8,1,9,6
1995,Upparpet,14,13,1,14,15,14,1,15,76,63,19,82,57
1995,K.Gate,8,6,2,8,7,7,_,7,42,36,16,52,31
1995,Magadi Road,10,8,2,10,15,12,3,15,72,65,18,83,32
